OBJECTID_1,GROWTH_RATE
3833,0.002
3834,-0.015
3835,0.001
3836,0.007
3837,-0.021
3838,0.012
3839,0.022
3840,0.017
3841,0.011
3842,0.065
3843,0.029
3844,-0.021
3845,0.017
3846,0.015
3847,0.016
3848,0.018
3849,0.053
3850,0.043
3851,-0.008
3852,-0.01
3853,0.024
3854,0.033
3855,0.017
3856,0.03
3857,-0.026
3858,-0.003
3859,0.02
3860,0.015
3861,0.002
3862,0.012
3863,0.019
3864,0.013
3865,0.021
3866,0.019
3867,0.004
3868,0.024
3869,-0.004
3870,-0.015
3871,-0.003
3872,-0.001
3873,0.009
3874,0.004
3875,0.039
3876,0.007
3877,0.022
3878,0.009
3879,0.015
3880,0.014
3881,-0.003
3882,-0.071
3883,0.015
3884,0.022
3885,-0.005
3886,0.039
3887,0.021
3888,0.045
3889,0.024
3890,0.02
3891,0.006
3892,0.023
3893,0.021
3894,0.015
3895,0.02
3896,-0.021
3897,0.022
3898,0.052
3899,0.028
3900,0.016
3901,0.009
3902,0.009
3903,0.033
3904,0.045
3905,0.003
3906,0.008
3907,-0.037
3908,-0.003
3909,0.031
3910,0.038
3911,0.001
3912,-0.009
3913,0.019
3914,0.025
3915,0.026
3916,0
3917,0.006
3918,-0.01
3919,-0.017
3920,0.025
3921,0.03
3922,0.022
3923,0.001
3924,0.012
3925,0.008
3926,-0.043
3927,-0.015
3928,0.008
3929,0.028
3930,0.04
3931,0.034
3932,0.02
3933,0.033
3934,0.002
3935,0.016
3936,0.005
3937,0.009
3938,0.006
3939,0.021
3940,-0.001
3941,-0.001
3942,-0.007
3943,0.025
3944,0.004
3945,-0.001
3946,0.004
3947,0.014
3948,0.036
3949,0.065
3950,0.01
3951,0.021
3952,0.002
3953,0.031
3954,0.017
3955,0.015
3956,0.013
3957,0.003
3958,0.027
3959,-0.007
3960,0.084
3961,0.018
3962,0.022
3963,0.026
3964,-0.152
3965,0.02
3966,0.019
3967,0.024
3968,0.013
3969,-0.004
3970,0.024
3971,0.013
3972,-0.003
3973,0.045
3974,0.03
3975,0.011
3976,0.014
3977,0.069
3978,0.021
3979,0.011
3980,0.011
3981,0.014
3982,0.034
3983,0.034
3984,-0.005
3985,-0.004
3986,0.015
3987,0.026
3988,0.013
3989,0.016
3990,0.019
3991,0.022
3992,0.01
3993,-0.019
3994,0.015
3995,-0.05
3996,-0.001
3997,0.053
3998,0.017
3999,0.008
4000,-0.001
4001,0.001
4002,0.001
4003,0.003
4004,0.001
4005,-0.009
4006,0.009
4007,0.055
4008,0.013
4009,-0.012
4010,-0.027
4011,0.02
4012,-0.003
4013,-0.029
4014,0.032
4015,0.016
4016,0.031
4017,0.029
4018,0.014
4019,0.01
4020,-0.037
4021,-0.072
4022,0.012
4023,0.017
4024,-0.003
4025,0.019
4026,0.025
4027,0.06
4028,-0.03
4029,0.001
4030,0.035
4031,0.011
4032,0.011
4033,0.003
4034,0.011
4035,0.001
4036,0.002
4037,0.012
4038,-0.01
4039,0.003
4040,-0.004
4041,0.027
4042,0.035
4043,0.024
4044,0.031
4045,0.021
4046,0.015
4047,0.021
4048,0.028
4049,-0.006
4050,0.015
4051,-0.008
4052,0.018
4053,0.033
4054,0.014
4055,0.008
4056,-0.004
4057,0.001
4058,-0.024
4059,-0.001
4060,-0.007
4061,0.003
4062,0.015
4063,0.02
4064,0.02
4065,0.021
4066,0.025
4067,0.031
4068,0.011
4069,0.022
4070,0
4071,0.03
4072,0.028
4073,0.033
4074,-0.005
4075,0.018
4076,0.03
4077,0.02
4078,0.043
4079,0.012
4080,0.012
4081,0.017
4082,-0.001
4083,0.027
4084,0.028
4085,0.082
4086,0.017
4087,0.005
4088,0.013
4089,-0.004
4090,0.009
4091,-0.001
4092,0.013
4093,-0.014
4094,-0.001
4095,0.004
4096,0.014
4097,-0.01
4098,-0.006
4099,0.017
4100,0.025
4101,0.032
4102,0.009
4103,0.019
4104,-0.02
4105,-0.011
4106,-0.003
4107,-0.002
4108,0.021
4109,0.011
4110,0.015
4111,0.014
4112,0.009
4113,-0.033
4114,0.006
4115,0.02
4116,0.001
4117,0.006
4118,0.028
4119,-0.019
4120,0.015
4121,-0.031
4122,-0.007
4123,-0.02
4124,0.016
4125,-0.01
4126,0.012
4127,0.004
4128,-0.001
4129,-0.003
4130,-0.02
4131,0.022
4132,0.013
4133,0.013
4134,0.035
4135,-0.003
4136,0.012
4137,0.037
4138,-0.001
4139,0
4140,0.019
4141,0.013
4142,0.014
4143,-0.007
4144,-0.014
4145,0.025
4146,0.003
4147,-0.011
4148,-0.003
4149,-0.015
4150,0.014
4151,0.038
4152,-0.024
4153,0.015
4154,0.124
4155,0.008
4156,0.012
4157,0.007
4158,0.001
4159,0.004
4160,0.001
4161,0
4162,0.007
4163,0.019
4164,0.028
4165,0.012
4166,0.01
4167,0.001
4168,-0.006
4169,0.013
4170,0.034
4171,0.056
4172,0.028
4173,0.03
4174,0.019
4175,0.02
4176,-0.009
4177,0.032
4178,0.058
4179,0.017
4180,0.02
4181,0.001
4182,-0.003
4183,0.012
4184,0.007
4185,0.018
4186,0.005
4187,0.021
4188,0.002
4189,0.006
4190,0.02
4191,0.025
4192,0.007
4193,-0.014
4194,0.007
4195,0.002
4196,0.002
4197,-0.004
4198,0.028
4199,-0.015
4200,0.02
4201,0.031
4202,0.021
4203,0.014
4204,-0.007
4205,-0.007
4206,0
4207,0.003
4208,0.032
4209,0.002
4210,0.036
4211,0.065
4212,0.027
4213,0.008
4214,0.01
4215,0.004
4216,0.001
4217,-0.008
4218,-0.011
4219,0.014
4220,0.013
4221,0.021
4222,0.014
4223,0.023
4224,0.014
4225,0.022
4226,0.019
4227,0.047
4228,0.028
4229,-0.005
4230,0.005
4231,0
4232,0.002
4233,0.002
4234,0.002
4235,-0.014
4236,0.012
4237,-0.011
4238,0.006
4239,0.011
4240,0.024
4241,0.005
4242,0.039
4243,-0.011
4244,0.015
4245,-0.003
4246,0.001
4247,0.009
4248,-0.016
4249,0.056
4250,0.016
4251,0.001
4252,0.026
4253,0.009
4254,0.009
4255,0.019
4256,0.002
4257,0.029
4258,0.014
4259,-0.002
4260,0.022
4261,0.057
4262,0.018
4263,0.051
4264,0.018
4265,-0.022
4266,0.035
4267,-0.003
4268,-0.004
4269,0.024
4270,0.025
4271,0.03
4272,-0.006
4273,-0.003
4274,0.007
4275,-0.003
4276,-0.002
4277,0.017
4278,0.006
4279,-0.005
4280,-0.005
4281,-0.007
4282,0.001
4283,0.041
4284,0.033
4285,0.017
4286,-0.008
4287,-0.011
4288,-0.013
4289,0
4290,-0.003
4291,-0.013
4292,-0.006
4293,-0.024
4294,-0.027
4295,0.006
4296,0.02
4297,-0.073
4298,0.002
4299,0.016
4300,0.031
4301,0.002
4302,0.021
4303,0.008
4304,0.027
4305,-0.003
4306,-0.001
4307,0.102
4308,-0.003
4309,0.051
4310,0.005
4311,-0.005
4312,0.002
4313,0
4314,0.003
4315,-0.022
4316,0.036
4317,-0.012
4318,-0.004
4319,-0.001
4320,-0.019
4321,0.016
4322,-0.036
4323,-0.023
4324,-0.006
4325,0.024
4326,0.019
4327,0.005
4328,0.017
4329,0.012
4330,0.027
4331,0.005
4332,-0.007
4333,0.007
4334,-0.002
4335,0
4336,-0.011
4337,0.046
4338,0.025
4339,0.014
4340,-0.005
4341,0.026
4342,0.039
4343,0.015
4344,0.032
4345,0.009
4346,-0.011
4347,-0.014
4348,0.014
4349,0.016
4350,0
4351,-0.004
4352,0.031
4353,0.018
4354,-0.014
4355,-0.001
4356,-0.005
4357,0.072
4358,-0.004
4359,-0.003
4360,-0.008
4361,0.025
4362,-0.003
4363,-0.011
4364,0.008
4365,0.029
4366,0.02
4367,-0.061
4368,0.022
4369,0.017
4370,0.068
4371,0.024
4372,-0.005
4373,-0.017
4374,-0.003
4375,0.017
4376,0.034
4377,0.015
4378,0.031
4379,0.024
4380,0.008
4381,0.024
4382,0.009
4383,0.03
4384,0.004
4385,-0.002
4386,0.005
4387,-0.009
4388,0.008
4389,-0.003
4390,0.004
4391,0.024
4392,0.011
4393,0.051
4394,0.021
4395,0.022
4396,0.031
4397,0.023
4398,-0.002
4399,0.012
4400,0.063
4401,0.028
4402,0.043
4403,0.01
4404,0.012
4405,-0.015
4406,0.034
4407,0.029
4408,0.015
4409,-0.008
4410,-0.009
4411,0.024
4412,0.019
4413,0.025
4414,0.021
4415,0
4416,0
4417,0.02
4418,0.013
4419,0.012
4420,-0.005
4421,0.024
4422,-0.001
4423,0.024
4424,-0.003
4425,0.003
4426,0.02
4427,0.019
4428,0.007
4429,0.013
4430,0.013
4431,0.041
4432,0.014
4433,0.019
4434,0.031
4435,0.001
4436,-0.003
4437,0.019
4438,0.047
4439,0.008
4440,0.008
4441,0.017
4442,0.031
4443,0.03
4444,0.02
4445,0.038
4446,0.021
4447,0.038
4448,0.026
4449,0.021
4450,-0.01
4451,0.003
4452,-0.022
4453,0.028
4454,0.028
4455,0.029
4456,0.021
4457,-0.001
4458,0.016
4459,0.019
4460,0.016
4461,0.026
4462,0.038
4463,0.018
4464,0.029
4465,0.078
4466,0.018
4467,0.005
4468,0.021
4469,0.018
4470,-0.003
4471,0.015
4472,0.01
4473,0.007
4474,0.013
4475,0.019
4476,0.035
4477,0.016
4478,0.03
4479,0.024
4480,0.023
4481,0.025
4482,0.015
4483,0
4484,-0.008
4485,0
4486,0.022
4487,0.02
4488,0.026
4489,0.033
4490,0.02
4491,-0.002
4492,0.025
4493,0.02
4494,0.002
4495,0.02
4496,0.02
4497,0.01
4498,0.014
4499,-0.015
4500,0.008
4501,0.083
4502,0.017
4503,0.003
4504,0.024
4505,-0.003
4506,0.033
4507,0.009
4508,-0.002
4509,0.022
4510,0.022
4511,-0.002
4512,-0.003
4513,0.011
4514,0.014
4515,0.002
4516,-0.002
4517,0.007
4518,0.024
4519,0.017
4520,0.02
4521,0.029
4522,0.028
4523,-0.015
4524,0.04
4525,0.001
4526,-0.003
4527,0.019
4528,-0.011
4529,0.004
4530,0.019
4531,0.034
4532,0.031
4533,-0.003
4534,0.013
4535,0.028
4536,0.017
4537,0.018
4538,0.034
4539,0.025
4540,-0.003
4541,0.011
4542,0.019
4543,-0.003
4544,-0.012
4545,0.018
4546,0.014
4547,0.023
4548,0.024
4549,-0.005
4550,-0.011
4551,-0.011
4552,0.021
4553,0.006
4554,0.005
4555,0.018
4556,0.009
4557,-0.012
4558,-0.007
4559,0.022
4560,0.022
4561,-0.003
4562,-0.003
4563,0.015
4564,-0.002
4565,0.022
4566,0.015
4567,0
4568,0.014
4569,0.001
4570,0.003
4571,-0.003
4572,0.006
4573,0.004
4574,0.02
4575,-0.013
4576,-0.003
4577,-0.01
4578,0.014
4579,-0.003
4580,-0.017
4581,0.028
4582,0.012
4583,0.016
4584,0.019
4585,0.023
4586,0.025
4587,0.016
4588,0.008
4589,0.006
4590,-0.007
4591,-0.009
4592,0.001
4593,-0.001
4594,0.044
4595,-0.007
4596,0.048
4597,0.021
4598,0.033
4599,-0.002
4600,0.013
4601,0.016
4602,0.019
4603,-0.038
4604,-0.016
4605,-0.037
4606,0.019
4607,0.027
4608,0.008
4609,0.016
4610,-0.052
4611,0.003
4612,0.001
4613,0.001
4614,0.002
4615,-0.002
4616,0.065
4617,0.007
4618,0.015
4619,0.045
4620,0.021
4621,0.027
4622,0.014
4623,0.028
4624,0.013
4625,0.011
4626,0.001
4627,0.005
4628,0
4629,0.008
4630,-0.003
4631,-0.014
4632,-0.004
4633,0.017
4634,0.002
4635,-0.003
4636,0.016
4637,0.014
4638,0.014
4639,0.009
4640,0.016
4641,-0.001
4642,-0.014
4643,-0.003
4644,0.018
4645,0.011
4646,-0.011
4647,-0.004
4648,-0.001
4649,-0.003
4650,0.003
4651,0.051
4652,0
4653,0.013
4654,0.023
4655,0.016
4656,0
4657,0.083
4658,-0.007
4659,-0.002
4660,-0.01
4661,-0.008
4662,0
4663,0.003
4664,0.006
4665,0.001
4666,0.005
4667,-0.009
4668,-0.004
4669,-0.002
4670,0.001
4671,0.035
4672,0.02
4673,0.02
4674,0.003
4675,0.008
4676,0.015
4677,-0.006
4678,0.004
4679,0.015
4680,0.015
4681,0.034
4682,-0.014
4683,-0.007
4684,-0.002
4685,0.014
4686,0.031
4687,0.024
4688,0.017
4689,0.016
4690,-0.002
4691,0.034
4692,0.013
4693,0.074
4694,0.029
4695,0.013
4696,0.027
4697,0.029
4698,0.027
4699,0.031
4700,0.009
4701,0
4702,0.001
4703,0.032
4704,0.005
4705,-0.001
4706,-0.01
4707,-0.011
4708,0.007
4709,0.009
4710,0.053
4711,0.009
4712,0.023
4713,0.015
4714,0.026
4715,0.045
4716,0.075
4717,0.001
4718,0.016
4719,0.029
4720,0.029
4721,0.013
4722,-0.019
4723,-0.009
4724,0.011
4725,0.019
4726,0.024
4727,0.024
4728,0.021
4729,0.02
4730,0.033
4731,0.015
4732,-0.003
4733,0.018
4734,0.017
4735,0.011
4736,0.015
4737,0
4738,0.03
4739,0.031
4740,0.025
4741,0.033
4742,0.073
4743,0.022
4744,0.026
4745,0.015
4746,0.02
4747,-0.003
4748,0.008
4749,0.021
4750,0.02
4751,0.065
4752,0.007
4753,0.023
4754,-0.005
4755,0.002
4756,0.008
4757,0.001
4758,0.003
4759,0.003
4760,-0.002
4761,0.029
4762,0.013
4763,-0.006
4764,0.014
4765,0.038
4766,0.018
4767,0.029
4768,0.031
4769,0.011
4770,0.027
4771,0.011
4772,0.004
4773,0.025
4774,-0.003
4775,-0.046
4776,0.014
4777,0.015
4778,0.019
4779,0.02
4780,0.027
4781,0.031
4782,0.027
4783,0.027
4784,0.028
4785,0.025
4786,0.033
4787,0.025
4788,0.031
4789,0.018
4790,0.019
4791,-0.014
4792,0.02
4793,0.026
4794,0.016
4795,-0.004
4796,0.02
4797,0.015
4798,0.008
4799,0.016
4800,0.006
4801,0.016
4802,0.029
4803,0.024
4804,-0.044
4805,0.022
4806,0.015
4807,-0.004
4808,0.019
4809,0.021
4810,0.004
4811,-0.001
4812,-0.003
4813,-0.004
4814,0.014
4815,0.002
4816,0.123
4817,0
4818,0.012
4819,0.029
4820,0.005
4821,-0.008
4822,0
4823,0
4824,-0.002
4825,0.001
4826,0.001
4827,0.005
4828,0.047
4829,0.067
4830,0
4831,0.028
4832,0.015
4833,0.006
4834,0.019
4835,0.009
4836,0.033
4837,0.023
4838,-0.018
4839,0.02
4840,0.024
4841,0.017
4842,0.019
4843,0.026
4844,0.023
4845,0.024
4846,-0.003
4847,-0.003
4848,0.014
4849,0.004
4850,0.013
4851,0.024
4852,0.025
4853,0.024
4854,-0.004
4855,0.033
4856,0.003
4857,0
4858,0.01
4859,-0.021
4860,0.025
4861,0.023
4862,0.023
4863,0.022
4864,0.027
4865,0.005
4866,-0.003
4867,-0.003
4868,-0.002
4869,-0.013
4870,0.023
4871,0.035
4872,0.025
4873,0.047
4874,0.014
4875,0
4876,0.014
4877,0.038
4878,0.018
4879,0.028
4880,0.011
4881,0.001
4882,-0.005
4883,0.059
4884,0.018
4885,-0.001
4886,0.019
4887,0.031
4888,0.022
4889,0.008
4890,-0.002
4891,-0.002
4892,0.005
4893,0.017
4894,-0.011
4895,-0.008
4896,0.076
4897,0.018
4898,-0.003
4899,-0.012
4900,-0.004
4901,-0.009
4902,-0.003
4903,0.025
4904,-0.003
4905,0.024
4906,0.034
4907,0.051
4908,0.046
4909,0.024
4910,0.005
4911,0.04
4912,0.017
4913,0.021
4914,0.016
4915,0.015
4916,0.03
4917,-0.009
4918,0.001
4919,-0.002
4920,-0.117
4921,0.015
4922,0.026
4923,0.015
4924,0
4925,0.054
4926,0.03
4927,-0.003
4928,-0.021
4929,0.037
4930,0.005
4931,0.061
4932,0.015
4933,0.005
4934,0.013
4935,0.015
4936,0.006
4937,-0.001
4938,0.011
4939,-0.007
4940,-0.006
4941,0.009
4942,0.005
4943,0.002
4944,-0.03
4945,0.017
4946,0.003
4947,-0.008
4948,0.014
4949,0.051
4950,0.014
4951,-0.003
4952,0.026
4953,0.023
4954,0.032
4955,-0.008
4956,0.015
4957,-0.001
4958,0.061
4959,0.034
4960,0.01
4961,0.015
4962,0.019
4963,0.007
4964,0.002
4965,0.043
4966,0.007
4967,0.015
4968,0.014
4969,0.026
4970,0.024
4971,-0.003
4972,0.112
4973,0.02
4974,0.041
4975,0.026
4976,-0.005
4977,0.026
4978,0.032
4979,0.026
4980,0.029
4981,0.007
4982,0.024
4983,-0.005
4984,-0.004
4985,0.024
4986,-0.003
4987,-0.012
4988,-0.003
4989,-0.01
4990,0.024
4991,-0.008
4992,0.024
4993,0.022
4994,-0.004
4995,-0.005
4996,0.003
4997,0.01
4998,0.004
4999,0.02
5000,0.014
5001,0.021
5002,-0.004
5003,-0.004
5004,-0.004
5005,-0.013
5006,0.025
5007,-0.067
5008,0.025
5009,0.013
5010,0.016
5011,0.011
5012,-0.066
5013,0.029
5014,0.018
5015,0.008
5016,0.022
5017,0.009
5018,0.016
5019,-0.003
5020,0.001
5021,-0.003
5022,-0.008
5023,-0.004
5024,0.023
5025,0.016
5026,0.018
5027,0.024
5028,0.024
5029,0.056
5030,0.033
5031,0.013
5032,0.006
5033,0.02
5034,-0.011
5035,0.012
5036,0.012
5037,0.018
5038,0.04
5039,0.013
5040,0.003
5041,-0.001
5042,-0.007
5043,0.005
5044,-0.005
5045,0.038
5046,0.016
5047,0.03
5048,0.025
5049,0.047
5050,-0.008
5051,0.004
5052,0.036
5053,0.019
5054,0.021
5055,0.02
5056,0.01
5057,0.011
5058,0.008
5059,-0.002
5060,0.01
5061,-0.005
5062,0.042
5063,-0.001
5064,-0.007
5065,0.024
5066,-0.023
5067,0.007
5068,0.024
5069,0.069
5070,0.03
5071,0.014
5072,-0.023
5073,0.021
5074,0.009
5075,0.02
5076,-0.017
5077,-0.011
5078,-0.004
5079,-0.028
5080,0.033
5081,0.025
5082,0.021
5083,0.039
5084,0.032
5085,0.016
5086,0.015
5087,0.019
5088,0.024
5089,0.006
5090,0.024
5091,0.033
5092,0.031
5093,0.017
5094,0.022
5095,-0.015
5096,0.001
5097,0.016
5098,0.01
5099,0.012
5100,0.02
5101,0.031
5102,0.03
5103,0.019
5104,0.015
5105,0.015
5106,-0.004
5107,0.004
5108,0.02
5109,0.023
5110,0.007
5111,-0.003
5112,-0.003
5113,0.002
5114,0.024
5115,0.011
5116,0.015
5117,0.021
5118,0.02
5119,0.006
5120,-0.016
5121,0.006
5122,0.001
5123,0.019
5124,0.016
5125,0.016
5126,0.011
5127,0.021
5128,0.022
5129,0.015
5130,0.045
5131,0.045
5132,0.028
5133,0.021
5134,0.018
5135,0.001
5136,-0.001
5137,0.015
5138,0.054
5139,0.007
5140,-0.014
5141,0.027
5142,0.029
5143,0.025
5144,0.029
5145,0.029
5146,0.025
5147,0.017
5148,0.013
5149,0.011
5150,0.029
5151,0.027
5152,0.021
5153,0.018
5154,0.065
5155,-0.047
5156,0.019
5157,0.008
5158,0.012
5159,0.018
5160,0.005
5161,0.013
5162,0.007
5163,-0.002
5164,0.06
5165,0
5166,-0.003
5167,-0.009
5168,0.036
5169,-0.007
5170,-0.004
5171,-0.019
5172,-0.004
5173,0.031
5174,-0.004
5175,0.01
5176,-0.001
5177,-0.002
5178,0.004
5179,0.011
5180,0.001
5181,0.001
5182,0
5183,0.007
5184,0.025
5185,-0.012
5186,0.018
5187,0.018
5188,-0.012
5189,0.024
5190,0.018
5191,-0.009
5192,-0.006
5193,-0.003
5194,0.024
5195,-0.005
5196,0.004
5197,-0.004
5198,0.015
5199,-0.007
5200,0.015
5201,0.021
5202,0.013
5203,0.04
5204,0.023
5205,0.004
5206,-0.004
5207,-0.003
5208,0.024
5209,0.02
5210,0.051
5211,0.022
5212,-0.003
5213,0.024
5214,-0.003
5215,0
5216,0.022
5217,-0.008
5218,0.012
5219,0.005
5220,-0.009
5221,-0.012
5222,-0.001
5223,-0.001
5224,-0.003
5225,0.007
5226,-0.015
5227,0.033
5228,0.023
5229,0
5230,0
5231,0.007
5232,0.007
5233,0.009
5234,0.007
5235,0.001
5236,0.024
5237,0.018
5238,-0.002
5239,0.024
5240,0.015
5241,0.031
5242,0.024
5243,0.023
5244,0.024
5245,0.004
5246,0.042
5247,0.024
5248,-0.007
5249,0.024
5250,0.016
5251,0.002
5252,0
5253,-0.009
5254,-0.009
5255,-0.014
5256,-0.004
5257,-0.014
5258,0.016
5259,0.003
5260,0.002
5261,-0.008
5262,0.024
5263,0.065
5264,0.011
5265,-0.01
5266,-0.001
5267,0.007
5268,0.011
5269,0.008
5270,-0.002
5271,0.002
5272,-0.001
5273,0.024
5274,0.034
5275,0.031
5276,0.038
5277,0.03
5278,0.011
5279,0.031
5280,-0.007
5281,0.024
5282,0.03
5283,0.007
5284,0.024
5285,-0.015
5286,-0.007
5287,0.033
5288,-0.008
5289,-0.001
5290,0.01
5291,-0.001
5292,-0.021
5293,-0.018
5294,0.015
5295,0.016
5296,0.015
5297,-0.011
5298,-0.01
5299,0.003
5300,0.01
5301,0.012
5302,-0.005
5303,0.005
5304,0.026
5305,0.015
5306,0.027
5307,0.024
5308,0.024
5309,0.006
5310,0.002
5311,-0.02
5312,0.009
5313,0.051
5314,0.022
5315,0.003
5316,0.003
5317,-0.003
5318,0.024
5319,-0.013
5320,0.003
5321,0.089
5322,-0.014
5323,0.006
5324,0.035
5325,0.008
5326,0.009
5327,0.045
5328,-0.005
5329,0.009
5330,-0.003
5331,-0.001
5332,-0.023
5333,0.017
5334,0.08
5335,0.019
5336,0.015
5337,0.005
5338,0
5339,-0.004
5340,0.002
5341,0.007
5342,0.022
5343,0.008
5344,-0.008
5345,0
5346,-0.014
5347,0
5348,0.004
5349,0.02
5350,0.031
5351,-0.004
5352,0.015
5353,0.014
5354,-0.005
5355,0.022
5356,0.012
5357,0.019
5358,0.033
5359,-0.003
5360,0.026
5361,0.024
5362,0.033
5363,0.016
5364,0.015
5365,0.005
5366,-0.015
5367,-0.006
5368,-0.017
5369,-0.029
5370,0.007
5371,0.011
5372,0.007
5373,0
5374,0.009
5375,-0.004
5376,0.011
5377,0.017
5378,0.021
5379,0.03
5380,0.02
5381,-0.001
5382,0
5383,0.016
5384,0.001
5385,0.021
5386,0.025
5387,0.029
5388,0.018
5389,0.024
5390,0.014
5391,0.033
5392,0.022
5393,-0.006
5394,-0.002
5395,0.024
5396,-0.003
5397,0.024
5398,0.015
5399,0.003
5400,0.014
5401,0.03
5402,0.016
5403,0.015
5404,0.018
5405,0.021
5406,0.02
5407,0.021
5408,0.01
5409,0
5410,0.021
5411,-0.012
5412,0.013
5413,0.003
5414,0.034
5415,0.019
5416,0.012
5417,0.024
5418,0.046
5419,-0.016
5420,0.011
5421,0.014
5422,0.038
5423,0.021
5424,0.005
5425,-0.002
5426,-0.013
5427,0.019
5428,0.024
5429,0.017
5430,0.025
5431,-0.003
5432,-0.008
5433,0
5434,0.03
5435,0.014
5436,0.031
5437,0.006
5438,-0.004
5439,0.003
5440,0
5441,-0.013
5442,0.04
5443,0.029
5444,0.028
5445,0.012
5446,0.034
5447,0
5448,0.016
5449,0.011
5450,0.02
5451,0.007
5452,-0.077
5453,0.021
5454,0
5455,-0.009
5456,0.022
5457,-0.013
5458,0.027
5459,0.016
5460,0.012
5461,-0.021
5462,-0.003
5463,0.007
5464,-0.013
5465,0.016
5466,0.016
5467,0.003
5468,-0.002
5469,0.003
5470,0.006
5471,-0.004
5472,-0.003
5473,-0.004
5474,-0.005
5475,0.022
5476,0.001
5477,0.019
5478,-0.001
5479,0.009
5480,0.015
5481,-0.003
5482,0.002
5483,-0.001
5484,0.02
5485,0.032
5486,0.02
5487,0.001
5488,-0.026
5489,-0.014
5490,-0.056
5491,0.015
5492,0.015
5493,-0.004
5494,-0.006
5495,0.018
5496,-0.034
5497,0.021
5498,0.014
5499,0.006
5500,0.012
5501,-0.004
5502,-0.009
5503,-0.007
5504,0.007
5505,0.009
5506,-0.009
5507,-0.004
5508,-0.001
5509,-0.01
5510,0.001
5511,0.004
5512,-0.005
5513,0.011
5514,0.01
5515,0.016
5516,0.015
5517,0.016
5518,0.002
5519,0.016
5520,0.016
5521,0.015
5522,-0.003
5523,-0.001
5524,0.014
5525,0.015
5526,0.016
5527,0.016
5528,0.019
5529,-0.006
5530,0.069
5531,-0.013
5532,0.133
5533,0.022
5534,0.002
5535,0.022
5536,0.015
5537,0.009
5538,0.007
5539,0.013
5540,0.013
5541,0.011
5542,0.042
5543,0.02
5544,0.008
5545,0.015
5546,-0.023
5547,-0.003
5548,0.003
5549,0.003
5550,0.02
5551,-0.033
5552,-0.011
5553,-0.01
5554,0.002
5555,0.001
5556,0.003
5557,-0.006
5558,0.003
5559,0.021
5560,0.01
5561,0.016
5562,0.011
5563,0.016
5564,0.016
5565,0.016
5566,0.013
5567,0.016
5568,-0.011
5569,-0.004
5570,-0.005
5571,0.007
5572,0.003
5573,0.001
5574,0.001
5575,0.053
5576,0.024
5577,0.014
5578,0.011
5579,0.022
5580,0.025
5581,0.039
5582,0.015
5583,0.023
5584,0.034
5585,0.005
5586,0.011
5587,-0.013
5588,0.014
5589,0.023
5590,0.024
5591,-0.004
5592,0.001
5593,-0.005
5594,-0.003
5595,-0.021
5596,0.016
5597,0.043
5598,-0.003
5599,0.019
5600,0.026
5601,0.024
5602,-0.06
5603,-0.002
5604,0.119
5605,0.012
5606,-0.004
5607,-0.007
5608,0.019
5609,-0.059
5610,0.012
5611,-0.005
5612,-0.004
5613,-0.003
5614,-0.022
5615,-0.023
5616,0.024
5617,0.029
5618,0.013
5619,-0.004
5620,0.001
5621,0.008
5622,0.018
5623,0.028
5624,0.027
5625,-0.002
5626,0.039
5627,0.012
5628,0.008
5629,-0.036
5630,-0.011
5631,-0.001
5632,-0.006
5633,-0.009
5634,-0.003
5635,0.023
5636,0.022
5637,0.01
5638,0.023
5639,0.019
5640,0.021
5641,0.007
5642,0.02
5643,0.022
5644,-0.003
5645,-0.003
5646,0.023
5647,0.03
5648,-0.019
5649,0.014
5650,-0.04
5651,0.011
5652,-0.009
5653,0.016
5654,-0.026
5655,0.039
5656,0.025
5657,0.01
5658,0.009
5659,-0.011
5660,0.016
5661,0.018
5662,0.004
5663,-0.004
5664,0.028
5665,0.011
5666,0.021
5667,-0.022
5668,0.016
5669,0.036
5670,0.019
5671,0.006
5672,0.02
5673,0.015
5674,0.017
5675,0.102
5676,0.016
5677,0.009
5678,0.01
5679,0.029
5680,-0.004
5681,-0.005
5682,0.082
5683,-0.001
5684,0
5685,-0.018
5686,0.01
5687,0.013
5688,-0.001
5689,0.001
5690,0.001
5691,-0.006
5692,-0.061
5693,0.012
5694,0.004
5695,0.028
5696,0.059
5697,0.016
5698,0.015
5699,0.021
5700,0
5701,0.011
5702,-0.02
5703,-0.016
5704,0.041
5705,0.005
5706,0.02
5707,0.021
5708,0.013
5709,0.018
5710,0.021
5711,0.023
5712,0.007
5713,0.025
5714,-0.011
5715,0.029
5716,0.025
5717,0.019
5718,0.029
5719,-0.001
5720,0.015
5721,-0.003
5722,0.018
5723,0.008
5724,0.008
5725,0.013
5726,0.013
5727,0.001
5728,0.013
5729,0.016
5730,0.022
5731,0.019
5732,0.016
5733,0.019
5734,0.02
5735,-0.006
5736,0.017
5737,0.025
5738,0.013
5739,0.033
5740,0.035
5741,0.035
5742,0.019
5743,0.035
5744,0.016
5745,0.016
5746,0.015
5747,0.03
5748,-0.015
5749,0.001
5750,0.025
5751,0.006
5752,0.016
5753,0.059
5754,0.011
5755,0.011
5756,0.014
5757,0.014
5758,0.03
5759,-0.046
5760,0.024
5761,0.005
5762,0.019
5763,0.004
5764,-0.004
5765,-0.02
5766,-0.017
5767,-0.003
5768,0.006
5769,-0.018
5770,-0.003
