OBJECTID_1,GROWTH_RATE
7593,-0.004
7594,0.006
7595,0
7596,0.007
7597,-0.003
7598,0.001
7599,-0.003
7600,0.013
7601,-0.005
7602,0.016
7603,0.001
7604,-0.01
7605,-0.003
7606,0.013
7607,-0.005
7608,0.003
7609,0.058
7610,0.018
7611,-0.005
7612,-0.059
7613,-0.003
7614,0.002
7615,0.021
7616,-0.01
7617,0.001
7618,-0.014
7619,0.001
7620,-0.001
7621,0.011
7622,0.006
7623,-0.002
7624,-0.004
7625,0.017
7626,-0.01
7627,-0.004
7628,0.024
7629,0.065
7630,-0.001
7631,-0.003
7632,0.008
7633,0.037
7634,0
7635,0.049
7636,0.026
7637,0.012
7638,0.016
7639,0.003
7640,0.068
7641,0.001
7642,0.005
7643,0.006
7644,0.013
7645,0.016
7646,0.03
7647,-0.028
7648,0.015
7649,0.03
7650,-0.006
7651,0.034
7652,0.026
7653,-0.039
7654,0.023
7655,-0.002
7656,-0.002
7657,0.018
7658,0.015
7659,0.002
7660,0.005
7661,0.003
7662,-0.003
7663,-0.013
7664,0.019
7665,0.013
7666,-0.003
7667,-0.003
7668,-0.003
7669,0.028
7670,0.002
7671,0.046
7672,0.019
7673,0.015
7674,0.011
7675,0.034
7676,0.009
7677,0.021
7678,0.014
7679,0.086
7680,0.03
7681,-0.019
7682,0.006
7683,-0.004
7684,-0.008
7685,-0.005
7686,-0.013
7687,0
7688,-0.017
7689,0.012
7690,0.027
7691,0.012
7692,0.014
7693,0.033
7694,-0.011
7695,0
7696,0.009
7697,0.025
7698,-0.004
7699,-0.001
7700,-0.001
7701,-0.008
7702,0.03
7703,-0.018
7704,0.004
7705,-0.002
7706,0.014
7707,-0.004
7708,0.028
7709,0.014
7710,0.024
7711,0.023
7712,0.015
7713,0.041
7714,0.013
7715,0.026
7716,0.014
7717,-0.033
7718,0.114
7719,-0.004
7720,0.01
7721,-0.017
7722,0.064
7723,0.005
7724,0.016
7725,0.056
7726,0.012
7727,0.015
7728,-0.002
7729,0
7730,0.001
7731,-0.004
7732,-0.006
7733,-0.011
7734,-0.019
7735,-0.001
7736,-0.022
7737,0.007
7738,0.022
7739,0.031
7740,-0.003
7741,0.012
7742,0.024
7743,0.009
7744,0.005
7745,0.022
7746,0.037
7747,-0.004
7748,0.023
7749,0.024
7750,0.004
7751,0.024
7752,0.024
7753,-0.006
7754,-0.005
7755,0.002
7756,-0.004
7757,0.014
7758,-0.003
7759,0.015
7760,0.017
7761,0.036
7762,0.022
7763,0.009
7764,0.01
7765,-0.003
7766,0.01
7767,0.014
7768,-0.004
7769,-0.003
7770,0.016
7771,-0.009
7772,0.014
7773,0.024
7774,0.058
7775,0.054
7776,-0.005
7777,0.02
7778,-0.006
7779,-0.003
7780,0.003
7781,-0.004
7782,-0.012
7783,0.015
7784,0.014
7785,0.017
7786,0.021
7787,0.043
7788,-0.054
7789,0.024
7790,0.04
7791,0.047
7792,0.001
7793,0.015
7794,-0.003
7795,-0.003
7796,0.022
7797,0.022
7798,0
7799,-0.003
7800,-0.004
7801,0
7802,-0.004
7803,0.009
7804,0.002
7805,0.007
7806,0.025
7807,0.069
7808,-0.008
7809,0.024
7810,-0.003
7811,0.035
7812,0.022
7813,0.019
7814,-0.004
7815,0.006
7816,0.016
7817,0.003
7818,0.019
7819,-0.003
7820,-0.005
7821,0.022
7822,-0.016
7823,-0.003
7824,-0.019
7825,0.024
7826,-0.011
7827,0.018
7828,0.024
7829,-0.004
7830,0.015
7831,-0.014
7832,0.017
7833,0.024
7834,-0.007
7835,0.004
7836,-0.007
7837,0.03
7838,0.023
7839,0.03
7840,0.029
7841,-0.006
7842,0.005
7843,0.009
7844,0.006
7845,0.066
7846,0.014
7847,0.059
7848,0.064
7849,-0.024
7850,0.019
7851,0.012
7852,0.014
7853,0.013
7854,0.024
7855,-0.011
7856,0.015
7857,0.014
7858,-0.005
7859,0.017
7860,0.02
7861,0.013
7862,0.025
7863,-0.003
7864,0
7865,-0.01
7866,0.001
7867,0.016
7868,0.01
7869,0.016
7870,-0.003
7871,-0.045
7872,-0.036
7873,0.04
7874,-0.003
7875,-0.005
7876,-0.004
7877,-0.005
7878,-0.003
7879,-0.009
7880,0.024
7881,-0.003
7882,0.016
7883,-0.001
7884,0
7885,0.004
7886,0.017
7887,0.044
7888,0.032
7889,0.012
7890,0.021
7891,0.024
7892,-0.069
7893,0.026
7894,0.019
7895,-0.001
7896,-0.002
7897,0.017
7898,0.024
7899,0.029
7900,0.026
7901,-0.003
7902,0.025
7903,-0.003
7904,-0.007
7905,0.014
7906,0.013
7907,0.008
7908,-0.016
7909,0.014
7910,0.015
7911,0.016
7912,0.036
7913,0.053
7914,0.009
7915,0.008
7916,0.014
7917,0.027
7918,0.012
7919,0.04
7920,0.069
7921,-0.001
7922,0.015
7923,0.011
7924,-0.008
7925,-0.007
7926,0.016
7927,0.006
7928,0.026
7929,0.023
7930,-0.003
7931,0.024
7932,-0.012
7933,0.015
7934,0
7935,0
7936,0.024
7937,0
7938,0.007
7939,0.025
7940,-0.093
7941,0.022
7942,-0.001
7943,0.03
7944,-0.023
7945,0.015
7946,0.028
7947,0.007
7948,-0.002
7949,0.012
7950,-0.008
7951,0.01
7952,0.014
7953,0.013
7954,0.015
7955,0.001
7956,-0.002
7957,0.03
7958,-0.008
7959,0.019
7960,-0.003
7961,0.002
7962,0.047
7963,0.016
7964,0.022
7965,-0.004
7966,-0.006
7967,-0.001
7968,-0.015
7969,0.016
7970,0.02
7971,0.025
7972,0.029
7973,0.024
7974,0.027
7975,0.015
7976,-0.004
7977,-0.004
7978,-0.016
7979,0.016
7980,0.013
7981,0.01
7982,0.006
7983,-0.028
7984,-0.005
7985,-0.007
7986,0.001
7987,0.022
7988,0.014
7989,0.002
7990,0.024
7991,0.015
7992,-0.017
7993,0.026
7994,0.022
7995,0.023
7996,0.043
7997,0.01
7998,-0.008
7999,0.028
8000,0.008
8001,0.057
8002,-0.004
8003,-0.037
8004,-0.008
8005,0.025
8006,0.013
8007,0.046
8008,0
8009,0.043
8010,0.023
8011,-0.005
8012,0.005
8013,-0.001
8014,-0.009
8015,-0.021
8016,-0.003
8017,-0.003
8018,-0.002
8019,0.008
8020,0.02
8021,0.022
8022,0
8023,0
8024,0
8025,-0.003
8026,0.018
8027,-0.014
8028,0.021
8029,0.009
8030,-0.001
8031,0.02
8032,0.005
8033,0.005
8034,-0.002
8035,-0.006
8036,0
8037,-0.003
8038,0.009
8039,0.014
8040,-0.003
8041,-0.003
8042,0.021
8043,0.024
8044,-0.008
8045,-0.006
8046,0.009
8047,0.014
8048,0.024
8049,0.024
8050,0.016
8051,-0.001
8052,0.014
8053,0.007
8054,0.023
8055,0.023
8056,-0.003
8057,-0.002
8058,-0.016
8059,0.021
8060,0.008
8061,0.004
8062,-0.023
8063,0.014
8064,0.025
8065,-0.002
8066,-0.003
8067,-0.01
8068,-0.007
8069,0.01
8070,0.023
8071,-0.003
8072,-0.008
8073,-0.013
8074,0.022
8075,0.023
8076,0.024
8077,0.014
8078,0.004
8079,0.039
8080,-0.037
8081,0.024
8082,0.014
8083,0.015
8084,-0.04
8085,0.006
8086,-0.021
8087,0.013
8088,0.014
8089,0.041
8090,-0.003
8091,0.008
8092,-0.011
8093,0.004
8094,-0.016
8095,0
8096,0.012
8097,0.014
8098,-0.011
8099,-0.003
8100,-0.025
8101,0.014
8102,0.011
8103,0.061
8104,0.007
8105,0.024
8106,0.003
8107,-0.009
8108,-0.004
8109,0.016
8110,0.03
8111,0.029
8112,0.002
8113,0.004
8114,0.024
8115,0.06
8116,0.005
8117,-0.003
8118,0.006
8119,0.016
8120,0.004
8121,0.022
8122,0.016
8123,0.005
8124,-0.003
8125,-0.004
8126,0.015
8127,0.022
8128,0.014
8129,-0.001
8130,0.016
8131,0.009
8132,0.001
8133,-0.003
8134,-0.009
8135,0.014
8136,0.015
8137,0.011
8138,0.014
8139,-0.003
8140,0.018
8141,0.011
8142,0.003
8143,0.013
8144,0.046
8145,0.014
8146,0.012
8147,0.001
8148,-0.028
8149,-0.013
8150,-0.003
8151,0.009
8152,0.014
8153,0.018
8154,0.017
8155,0.022
8156,0.043
8157,0.003
8158,0.102
8159,0.018
8160,0.014
8161,0.025
8162,0
8163,0.025
8164,0.034
8165,0.016
8166,0.014
8167,0.03
8168,0.035
8169,0.013
8170,0.016
8171,-0.003
8172,0.016
8173,0.008
8174,0.014
8175,0.014
8176,0.014
8177,0.025
8178,0.014
8179,-0.006
8180,0.016
8181,-0.035
8182,0.016
8183,-0.065
8184,-0.008
8185,0.03
8186,0.072
8187,-0.019
8188,0.006
8189,0
8190,-0.003
8191,-0.009
8192,0.023
8193,0.036
8194,0.023
8195,0.025
8196,-0.01
8197,0.024
8198,-0.003
8199,-0.008
8200,-0.003
8201,0.04
8202,0.014
8203,-0.059
8204,0.013
8205,0.013
8206,0.001
8207,0.001
8208,0.002
8209,0.002
8210,0.014
8211,0.015
8212,0.046
8213,0.014
8214,-0.002
8215,0.015
8216,-0.016
8217,0.021
8218,0
8219,0.023
8220,-0.007
8221,0.034
8222,-0.075
8223,0.013
8224,-0.012
8225,0.046
8226,-0.016
8227,0.015
8228,-0.014
8229,0.034
8230,0.006
8231,0.008
8232,0.022
8233,0.008
8234,0.026
8235,-0.004
8236,0.012
8237,0.036
8238,-0.002
8239,0.019
8240,0.017
8241,0.031
8242,0.029
8243,-0.062
8244,0.025
8245,-0.007
8246,0.023
8247,-0.075
8248,0.015
8249,-0.008
8250,0.007
8251,0.05
8252,0.038
8253,0.008
8254,0.016
8255,-0.015
8256,0.008
8257,0.018
8258,-0.003
8259,-0.001
8260,-0.003
8261,0.012
8262,0.01
8263,0.043
8264,-0.041
8265,0.014
8266,0.034
8267,0.024
8268,-0.001
8269,-0.004
8270,-0.003
8271,0.007
8272,-0.004
8273,0.033
8274,0.019
8275,-0.026
8276,0.069
8277,0.043
8278,-0.003
8279,0.005
8280,0.017
8281,0.026
8282,0.038
8283,0.003
8284,0.002
8285,0.008
8286,0.024
8287,-0.011
8288,-0.006
8289,-0.003
8290,-0.001
8291,0.023
8292,-0.004
8293,0.017
8294,0.03
8295,0.029
8296,0.014
8297,0
8298,0.024
8299,0.028
8300,0.026
8301,0.018
8302,0.003
8303,0.024
8304,-0.003
8305,0.035
8306,-0.003
8307,-0.005
8308,-0.004
8309,-0.003
8310,0.009
8311,0.039
8312,-0.019
8313,0.002
8314,-0.004
8315,-0.008
8316,-0.019
8317,-0.003
8318,0.021
8319,-0.006
8320,0
8321,-0.003
8322,-0.003
8323,0.036
8324,-0.013
8325,-0.003
8326,0.049
8327,0.027
8328,0.026
8329,-0.008
8330,0.015
8331,-0.013
8332,0.01
8333,0.014
8334,0.007
8335,0.026
8336,0.022
8337,0.024
8338,0.012
8339,-0.003
8340,-0.006
8341,0.025
8342,-0.003
8343,0.024
8344,0.006
8345,0.017
8346,0.023
8347,0.025
8348,0.024
8349,0.016
8350,-0.008
8351,-0.004
8352,-0.009
8353,-0.005
8354,-0.002
8355,0.04
8356,-0.012
8357,0.001
8358,0.014
8359,0.047
8360,0.018
8361,0.016
8362,0.002
8363,0.018
8364,0.016
8365,0.015
8366,0.02
8367,0.017
8368,0.106
8369,0.025
8370,-0.003
8371,0.016
8372,-0.004
8373,0.021
8374,0.003
8375,-0.003
8376,-0.008
8377,0.005
8378,-0.003
8379,0.024
8380,-0.001
8381,-0.003
8382,0.021
8383,-0.008
8384,0.005
8385,0.016
8386,0.015
8387,0.016
8388,0.016
8389,-0.003
8390,0.016
8391,0.009
8392,0.007
8393,0.024
8394,-0.002
8395,-0.015
8396,-0.012
8397,0.002
8398,-0.034
8399,0.02
8400,0.019
8401,0.034
8402,0.022
8403,0.018
8404,0.079
8405,0.017
8406,0.014
8407,0.018
8408,-0.003
8409,0.014
8410,-0.034
8411,-0.001
8412,-0.011
8413,-0.009
8414,-0.001
8415,0.028
8416,0.023
8417,0.022
8418,-0.003
8419,0
8420,-0.022
8421,-0.003
8422,0.012
8423,0.016
8424,-0.004
8425,-0.012
8426,0.016
8427,0.002
8428,0.005
8429,0.015
8430,0.047
8431,0.03
8432,0.023
8433,0.023
8434,0.021
8435,0.017
8436,-0.017
8437,0.015
8438,-0.012
8439,0.012
8440,0.018
8441,0.008
8442,0.001
8443,0.019
8444,0.001
8445,0.015
8446,0.019
8447,0.034
8448,-0.006
8449,-0.007
8450,0.022
8451,0.014
8452,0.036
8453,0.015
8454,-0.001
8455,0.005
8456,0.015
8457,0.034
8458,0.005
8459,-0.003
8460,0.015
8461,-0.003
8462,-0.001
8463,0.006
8464,-0.007
8465,0.131
8466,-0.009
8467,-0.02
8468,0.016
8469,-0.008
8470,0.007
8471,-0.005
8472,0.01
8473,0.023
8474,-0.023
8475,-0.006
8476,0.039
8477,-0.025
8478,0.016
8479,0.008
8480,0.019
8481,0.01
8482,-0.003
8483,0.015
8484,-0.011
8485,0.025
8486,-0.003
8487,0.015
8488,0.034
8489,0.015
8490,0.014
8491,0.015
8492,0.015
8493,0.014
8494,-0.004
8495,0.027
8496,0.013
8497,0.007
8498,0.012
8499,-0.004
8500,0.033
8501,-0.001
8502,-0.003
8503,0.047
8504,0.026
8505,0.026
8506,0.093
8507,0.014
8508,0.034
8509,-0.003
8510,0.03
8511,0.026
8512,-0.013
8513,-0.028
8514,-0.068
8515,0.013
8516,0.011
8517,0.001
8518,0.006
8519,0.04
8520,-0.003
8521,0.014
8522,0.001
8523,0.024
8524,0.024
8525,0.014
8526,0.028
8527,0.059
8528,0.016
8529,-0.006
8530,0
8531,0.024
8532,0.024
8533,-0.003
8534,-0.003
8535,0.025
8536,0.007
8537,0.024
8538,-0.001
8539,0.025
8540,-0.007
8541,-0.012
8542,0.014
8543,0.015
8544,0.02
8545,0.076
8546,-0.001
8547,-0.016
8548,0
8549,-0.002
8550,-0.004
8551,-0.007
8552,-0.01
8553,-0.023
8554,0.06
8555,-0.007
8556,-0.003
8557,0.024
8558,0.003
8559,0.024
8560,0.016
8561,0.021
8562,0.013
8563,0.008
8564,0.016
8565,0.026
8566,0.025
8567,0.005
8568,0.013
8569,0.014
8570,0.009
8571,0.01
8572,0.03
8573,0.013
8574,-0.005
8575,-0.006
8576,-0.003
8577,0.006
8578,0.01
8579,0.024
8580,0.024
8581,0.019
8582,-0.004
8583,0.05
8584,0.005
8585,-0.004
8586,-0.001
8587,0.038
8588,0.031
8589,0.024
8590,0.018
8591,-0.001
8592,-0.003
8593,0.021
8594,0.025
8595,0.024
8596,-0.001
8597,0.019
8598,0.024
8599,-0.003
8600,0.023
8601,-0.008
8602,0.023
8603,-0.005
8604,0.018
8605,-0.007
8606,0.053
8607,-0.008
8608,0.015
8609,0.013
8610,-0.023
8611,0.015
8612,0.01
8613,0.019
8614,-0.011
8615,-0.027
8616,-0.001
8617,-0.004
8618,-0.003
8619,-0.001
8620,-0.058
8621,0.011
8622,0.011
8623,0.014
8624,-0.003
8625,-0.004
8626,0.015
8627,0.021
8628,0.003
8629,-0.004
8630,0.01
8631,-0.001
8632,0.005
8633,-0.003
8634,0.016
8635,0.032
8636,-0.004
8637,-0.02
8638,-0.061
8639,0.024
8640,0.013
8641,0.01
8642,-0.007
8643,-0.003
8644,-0.004
8645,0.004
8646,0.028
8647,0.01
8648,0.028
8649,-0.02
8650,0.01
8651,0.018
8652,0.059
8653,0.026
8654,0.006
8655,0.018
8656,0.024
8657,0.04
8658,0.022
8659,0.029
8660,0.016
8661,0.017
8662,-0.004
8663,-0.009
8664,0.012
8665,0.035
8666,-0.014
8667,-0.003
8668,0.009
8669,-0.003
8670,-0.018
8671,-0.003
8672,0.001
8673,-0.008
8674,-0.014
8675,-0.004
8676,-0.002
8677,-0.001
8678,0.025
8679,0.028
8680,0.059
8681,-0.021
8682,0.026
8683,-0.003
8684,0.02
8685,0
8686,0.015
8687,0.01
8688,0.005
8689,0.086
8690,0.001
8691,0.008
8692,0.008
8693,0.015
8694,0
8695,0.011
8696,-0.003
8697,0.024
8698,0.008
8699,-0.002
8700,0.02
8701,0.003
8702,0.006
8703,-0.003
8704,0.026
8705,0.018
8706,-0.068
8707,-0.029
8708,-0.005
8709,0.011
8710,-0.003
8711,-0.003
8712,0.004
8713,0.024
8714,0.299
8715,0.007
8716,0.017
8717,0.017
8718,0.014
8719,0.022
8720,0.024
8721,0.009
8722,0.031
8723,0.045
8724,0.019
8725,0.048
8726,-0.001
8727,-0.005
8728,0.022
8729,0.024
8730,0.015
8731,-0.003
8732,-0.003
8733,0.036
8734,0.025
8735,-0.003
8736,-0.003
8737,0.018
8738,-0.003
8739,0.024
8740,0.038
8741,0.015
8742,0.005
8743,0.037
8744,0.016
8745,0.033
8746,0
8747,0.016
8748,0.055
8749,-0.004
8750,0.005
8751,0
8752,0.012
8753,0.014
8754,0.029
8755,-0.011
8756,0.008
8757,0.025
8758,0.007
8759,0.059
8760,0.017
8761,0.087
8762,0.013
8763,0.004
8764,0.008
8765,0.016
8766,0.015
8767,0.015
8768,0.008
8769,0.013
8770,0.01
8771,0.022
8772,-0.061
8773,0
8774,-0.003
8775,0.031
8776,0.001
8777,-0.003
8778,0.001
8779,-0.004
8780,-0.009
8781,0
8782,-0.001
8783,0.036
8784,0.035
8785,0.014
8786,-0.003
8787,0.024
8788,0.014
8789,-0.003
8790,-0.002
8791,0.023
8792,0.024
8793,0.014
8794,-0.023
8795,-0.016
8796,0.023
8797,0.023
8798,0.01
8799,0.004
8800,0.015
8801,0.012
8802,0.015
8803,0.046
8804,0.014
8805,0.015
8806,0.015
8807,-0.004
8808,0.02
8809,0.024
8810,0.022
8811,-0.004
8812,0.027
8813,0.033
8814,0.008
8815,0.016
8816,0.011
8817,0.014
8818,0.021
8819,-0.023
8820,0.015
8821,0.003
8822,0.011
8823,0.008
8824,0.043
8825,0.007
8826,0.017
8827,0.02
8828,0.022
8829,0.03
8830,-0.005
8831,0.024
8832,0.024
8833,0.01
8834,0.018
8835,0.002
8836,0.026
8837,-0.001
8838,0
8839,0.016
8840,0.014
8841,-0.011
8842,0.021
8843,0.024
8844,0.024
8845,0.051
8846,0.028
8847,0.024
8848,0.031
8849,-0.016
8850,0.014
8851,0.014
8852,0.014
8853,0.016
8854,-0.011
8855,0.016
8856,0.043
8857,0.014
8858,0.024
8859,0.015
8860,-0.003
8861,0.055
8862,0.014
8863,0.018
8864,0.028
8865,0.026
8866,0.063
8867,-0.131
8868,0.065
8869,0.007
8870,-0.046
8871,0.021
8872,0.003
8873,-0.004
8874,0.006
8875,0.021
8876,0.026
8877,0.024
8878,-0.003
8879,-0.004
8880,0.03
8881,-0.003
8882,0.005
8883,0.013
8884,0.02
8885,0.026
8886,0.021
8887,0.021
8888,-0.026
8889,-0.003
8890,0.024
8891,-0.004
8892,-0.001
8893,0.015
8894,0
8895,0.024
8896,0.024
8897,-0.012
8898,-0.006
8899,-0.007
8900,0.009
8901,0.01
8902,-0.007
8903,0.024
8904,0.018
8905,-0.01
8906,-0.016
8907,-0.003
8908,0.015
8909,0.034
8910,0.026
8911,0.021
8912,0.012
8913,0.017
8914,0.018
8915,0.02
8916,-0.003
8917,0.001
8918,-0.004
8919,0
8920,-0.001
8921,0.024
8922,0.009
8923,-0.005
8924,-0.003
8925,-0.013
8926,0.021
8927,-0.003
8928,-0.003
8929,0.018
8930,-0.003
8931,-0.001
8932,-0.003
8933,-0.002
8934,-0.007
8935,0.007
8936,-0.003
8937,-0.02
8938,0.026
8939,0.008
8940,-0.003
8941,-0.003
8942,-0.008
8943,0.026
8944,-0.008
8945,-0.004
8946,0.019
8947,0.001
8948,0.024
8949,0.015
8950,0.016
8951,0.029
8952,0.041
8953,0.012
8954,-0.012
8955,0.015
8956,-0.003
8957,0.002
8958,-0.003
8959,-0.007
8960,0.024
8961,-0.008
8962,0.004
8963,0.006
8964,0.029
8965,-0.026
8966,-0.001
8967,0.012
8968,0.017
8969,-0.006
8970,-0.012
8971,0.016
8972,-0.004
8973,0.013
8974,0.017
8975,-0.009
8976,-0.016
8977,0.02
8978,0.024
8979,0.006
8980,-0.004
8981,0.004
8982,0.024
8983,0.021
8984,0.024
8985,0.021
8986,-0.005
8987,0.008
8988,0.03
8989,0.017
8990,-0.003
8991,-0.001
8992,-0.009
8993,0.033
8994,-0.001
8995,-0.025
8996,-0.008
8997,-0.019
8998,0.021
8999,-0.008
9000,0.062
9001,0
9002,-0.007
9003,0.002
9004,0.023
9005,0.001
9006,-0.01
9007,-0.003
9008,-0.004
9009,0.024
9010,0.02
9011,0.024
9012,0.034
9013,0.013
9014,0.027
9015,0.012
9016,0.013
9017,0.017
9018,0.015
9019,0.033
9020,-0.107
9021,0.044
9022,0.023
9023,0.024
9024,0.023
9025,0.019
9026,-0.001
9027,-0.003
9028,-0.007
9029,0.018
9030,0.024
9031,-0.003
9032,-0.003
9033,-0.001
9034,0.007
9035,0.024
9036,0.039
9037,0.021
9038,0.018
9039,0.028
9040,0.014
9041,0.007
9042,0.024
9043,0.03
9044,-0.003
9045,0.002
9046,0.024
9047,0.02
9048,0.021
9049,0.022
9050,-0.021
9051,0.016
9052,0.015
9053,0.035
9054,0.007
9055,0.014
9056,0.015
9057,0.015
9058,0.045
9059,0.005
9060,0.004
9061,0.009
9062,0.053
9063,0.03
9064,0.023
9065,0.024
9066,0.003
9067,0.003
9068,0.024
9069,0.026
9070,0.026
9071,-0.002
9072,-0.003
9073,0
9074,0.056
9075,0.022
9076,0.008
9077,0.015
9078,0.034
9079,0.014
9080,0.012
9081,0.016
9082,0.008
9083,0.005
9084,-0.025
9085,0.009
9086,0.005
9087,-0.007
9088,0.014
9089,0.018
9090,0.033
9091,0.018
9092,-0.003
9093,0.014
9094,-0.004
9095,-0.003
9096,0.002
9097,-0.017
9098,0.007
9099,0.025
9100,0.025
9101,0.017
9102,-0.015
9103,0.029
9104,-0.028
9105,-0.001
9106,0.024
9107,-0.002
9108,0.024
9109,0.009
9110,0.026
9111,0.013
9112,-0.001
9113,0
9114,-0.002
9115,0.02
9116,-0.007
9117,0.024
9118,0.024
9119,0.024
9120,0.013
9121,0.016
9122,0.001
9123,0.025
9124,0.022
9125,0.016
9126,0.008
9127,0.005
9128,0.021
9129,0.023
9130,0.028
9131,-0.021
9132,0.016
9133,0.023
9134,0.014
9135,0.007
9136,-0.02
9137,-0.002
9138,0.057
9139,0.018
9140,-0.002
9141,0.023
9142,0.028
9143,-0.009
9144,0.015
9145,0.022
9146,0.001
9147,-0.007
9148,0.001
9149,0.002
9150,0.021
9151,-0.003
9152,0.02
9153,0.072
9154,-0.024
9155,0
9156,0
9157,0.024
9158,-0.022
9159,-0.02
9160,0.022
9161,-0.006
9162,0.011
9163,0.012
9164,0.02
9165,0.024
9166,0.024
9167,0.003
9168,-0.003
9169,0.024
9170,-0.003
9171,0.045
9172,-0.001
9173,0.01
9174,0.009
9175,-0.003
9176,-0.003
9177,0.009
9178,0.021
9179,0.002
9180,0.018
9181,0.024
9182,0.029
9183,0.013
9184,0
9185,-0.001
9186,0.014
9187,0.031
9188,0.015
9189,-0.003
9190,-0.006
9191,0.018
9192,-0.003
9193,-0.003
9194,0.022
9195,0.022
9196,0.027
9197,0.035
9198,0.02
9199,-0.002
9200,0.024
9201,-0.003
9202,-0.003
9203,0.014
9204,-0.004
9205,-0.003
9206,0
9207,0.015
9208,0.023
9209,0.001
9210,-0.002
9211,0.002
9212,0.035
9213,0.025
9214,-0.001
9215,-0.003
9216,-0.003
9217,-0.013
9218,-0.01
9219,-0.018
9220,-0.003
9221,0.016
9222,-0.012
9223,-0.021
9224,0.016
9225,0.003
9226,0.062
9227,-0.014
9228,0.002
9229,0.007
9230,-0.016
9231,0.014
9232,0.015
9233,0.023
9234,-0.016
9235,0.028
9236,0.002
9237,0.023
9238,-0.003
9239,0.011
9240,0.011
9241,0.022
9242,-0.01
9243,-0.001
9244,0.031
9245,-0.011
9246,0.015
9247,-0.007
9248,-0.025
9249,0.001
9250,0.008
9251,0.026
9252,0.009
9253,0.019
9254,-0.004
9255,0.047
9256,0.018
9257,0.011
9258,0.011
9259,0.015
9260,0.006
9261,-0.002
9262,-0.008
9263,0.016
9264,-0.007
9265,-0.01
9266,-0.004
9267,0
9268,0.013
9269,0.005
9270,0.007
9271,-0.003
9272,0.04
9273,0.007
9274,-0.003
9275,-0.003
9276,-0.003
9277,0.058
9278,0.003
9279,0.009
9280,0.008
9281,0.003
9282,0.009
9283,0.021
9284,0.02
9285,0.001
9286,0.061
9287,-0.008
9288,-0.008
9289,0.021
9290,-0.001
9291,0.015
9292,0.017
9293,0.084
9294,0.011
9295,0.001
9296,0.026
9297,-0.02
9298,-0.005
9299,0.017
9300,0.017
9301,-0.006
9302,0.016
9303,-0.001
9304,0.024
9305,0.043
9306,0.001
9307,0.024
9308,0.023
9309,0.015
9310,0.082
9311,-0.029
9312,0.02
9313,0.003
9314,0.014
9315,0.002
9316,0.039
9317,0.025
9318,0.026
9319,0.02
9320,0.035
9321,-0.05
9322,0.067
9323,0.019
9324,-0.013
9325,0.002
9326,0.017
9327,0.023
9328,0.011
9329,0.065
9330,-0.01
9331,-0.003
9332,-0.003
9333,0.004
9334,0.001
9335,0.003
9336,-0.071
9337,0.014
9338,0.05
9339,-0.147
9340,-0.001
9341,0.022
9342,0.021
9343,0.014
9344,0.011
9345,-0.014
9346,-0.005
9347,-0.006
9348,0.01
9349,0.032
9350,0.011
9351,-0.008
9352,0.005
9353,0.024
9354,0.025
9355,0.027
9356,0.018
9357,0.028
9358,0.007
9359,0.033
9360,0.035
9361,0.018
9362,0.009
9363,0.02
9364,-0.002
9365,-0.023
9366,0.008
9367,0.021
9368,-0.006
9369,0.007
9370,0.008
9371,-0.002
9372,0.004
9373,-0.004
9374,0.008
9375,0.024
9376,-0.003
9377,-0.002
9378,-0.028
9379,0.035
9380,0.052
9381,-0.004
9382,-0.009
9383,-0.01
9384,0.024
9385,0.019
9386,-0.005
9387,0.03
9388,0.003
9389,0.015
9390,0.016
9391,0.011
9392,-0.001
9393,0.079
9394,-0.005
9395,-0.008
9396,0.032
9397,0.073
9398,-0.014
9399,-0.007
9400,0.024
9401,0.022
9402,-0.012
9403,0.003
9404,-0.004
9405,-0.009
9406,-0.004
9407,-0.055
9408,-0.033
9409,0.004
9410,0.008
9411,0.029
9412,0.03
9413,0.003
9414,0.012
9415,0.036
9416,0.045
9417,0.016
9418,0.017
9419,0.045
9420,-0.009
9421,0.002
9422,0.001
9423,0.038
9424,0.003
9425,-0.006
9426,-0.009
9427,-0.003
9428,0.002
9429,-0.011
9430,0.001
9431,-0.006
9432,0.007
9433,-0.008
9434,0.003
9435,-0.003
9436,0.011
9437,0.038
9438,0.002
9439,0.017
9440,0.049
9441,0.017
9442,-0.003
9443,-0.012
9444,0.034
9445,0.015
9446,0.03
9447,0.055
9448,0.042
9449,0.021
9450,0.019
9451,0.015
9452,-0.003
9453,0.008
9454,-0.003
9455,-0.009
9456,-0.004
9457,-0.002
9458,-0.003
9459,0.016
9460,0.015
9461,0.001
9462,0.047
9463,-0.007
9464,0.023
9465,-0.002
9466,-0.017
9467,0.01
9468,-0.006
9469,0.015
9470,0.006
9471,0.005
9472,-0.003
9473,0.03
9474,0.024
9475,-0.002
9476,0.012
9477,0.011
9478,0.01
9479,0.023
9480,0.009
9481,0.025
9482,-0.01
9483,0.014
9484,0.004
9485,-0.011
9486,-0.004
9487,-0.001
9488,0.02
9489,0.044
9490,0.003
9491,-0.014
9492,0.015
9493,0.016
9494,-0.003
9495,0.016
9496,0.021
9497,0.036
9498,0.033
9499,0.023
9500,0.014
9501,0.021
9502,0.014
9503,0.016
9504,0.036
9505,0.035
9506,-0.107
9507,0.014
9508,0.028
9509,-0.004
9510,0
9511,0.048
9512,0.02
